"age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","euribor3m","new_pdays","emp_var_rate","cons_price_idx","cons_conf_idx","nr_employed","subscribe"
45,"blue collar","married","basic 4y","no","yes","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
41,"blue collar","married","basic 6y","no","yes","yes","telephone","nov","tue",1,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
49,"admin","married","high school","no","yes","no","cellular","aug","thu",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
50,"management","married","high school","no","no","yes","telephone","may","fri",3,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
34,"entrepreneur","married","basic 4y","no","yes","no","telephone","may","fri",1,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
47,"management","married","university degree","no","yes","no","cellular","aug","mon",3,2,"success",0.904,3,-1.7,94.027,-38.3,4991.6,"0"
47,"services","married","high school","no","no","no","cellular","aug","fri",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
55,"blue collar","married","basic 6y","no","no","no","cellular","jul","tue",4,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
46,"blue collar","married","basic 6y","no","yes","no","telephone","may","wed",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
24,"student","single","high school","no","yes","no","cellular","apr","thu",1,0,"non existent",1.365,0,-1.8,93.075,-47.1,5099.1,"0"
32,"blue collar","single","basic 4y","no","yes","no","cellular","jul","tue",3.68261646989076,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
31,"blue collar","married","high school","no","no","no","cellular","jul","wed",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
31,"blue collar","married","basic 9y","no","yes","yes","telephone","may","wed",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
29,"entrepreneur","married","high school","no","yes","no","cellular","jul","fri",2,0,"non existent",4.959,0,1.4,93.918,-42.7,5228.1,"0"
48,"blue collar","married","basic 4y","no","no","no","cellular","may","mon",3.65604779842151,1,"failure",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
33,"admin","married","high school","no","yes","no","cellular","nov","tue",2,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
43,"technician","married","university degree","no","no","no","cellular","nov","fri",0.627379885378503,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
29,"services","single","high school","no","no","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
47,"blue collar","married","basic 4y","no","yes","no","cellular","jul","mon",4,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
47,"management","married","university degree","no","yes","no","cellular","aug","tue",3.35942754197748,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
33,"admin","married","basic 9y","no","no","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
56,"entrepreneur","married","university degree","no","yes","no","cellular","apr","thu",1,0,"non existent",1.365,0,-1.8,93.075,-47.1,5099.1,"0"
33,"technician","married","university degree","no","yes","no","cellular","aug","tue",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
30,"blue collar","single","basic 4y","no","yes","yes","telephone","may","thu",4,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
36,"management","married","university degree","no","no","no","telephone","jun","thu",1,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
50,"blue collar","married","basic 9y","no","yes","no","cellular","aug","mon",1,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
45,"technician","married","high school","no","yes","no","cellular","jul","tue",5,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
38,"admin","single","high school","no","yes","no","cellular","apr","thu",1,1,"success",0.659,6,-1.8,93.749,-34.6,5008.7,"1"
31,"unemployed","single","high school","no","no","no","cellular","may","thu",2,0,"non existent",0.692,0,-1.8,93.876,-40,5008.7,"0"
30,"technician","married","professional course","no","yes","yes","cellular","jul","fri",2,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
39,"services","married","high school","no","yes","no","cellular","jul","thu",1.59088766796164,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
37,"blue collar","married","basic 9y","no","no","no","telephone","jun","wed",2,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
45,"management","married","university degree","no","yes","no","cellular","apr","tue",3,1,"success",0.642,7,-1.8,93.749,-34.6,5008.7,"1"
36,"blue collar","single","basic 9y","no","no","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
22,"blue collar","married","professional course","no","yes","no","cellular","jul","fri",4,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
33,"entrepreneur","married","university degree","no","yes","no","telephone","may","mon",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
37,"technician","single","high school","no","yes","no","telephone","apr","thu",1,0,"non existent",1.406,0,-1.8,93.075,-47.1,5099.1,"0"
38,"management","married","university degree","no","yes","yes","cellular","jul","thu",2,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
53,"admin","married","high school","no","yes","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
31,"technician","married","university degree","no","yes","no","cellular","aug","thu",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
44,"management","married","university degree","no","no","no","cellular","aug","tue",2,2,"failure",0.883,0,-2.9,92.201,-31.4,5076.2,"1"
31,"services","married","high school","no","no","no","telephone","may","wed",6,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
43,"admin","married","university degree","no","yes","no","cellular","aug","tue",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"1"
30,"blue collar","single","basic 9y","no","no","no","telephone","jun","fri",1.38868562837467,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
47,"housemaid","single","basic 4y","no","no","no","telephone","jun","tue",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
28,"blue collar","married","basic 4y","no","yes","no","cellular","jul","thu",4,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
33,"unemployed","married","high school","no","yes","no","cellular","may","mon",1,1,"failure",1.264,0,-1.8,92.893,-46.2,5099.1,"0"
42,"admin","married","university degree","no","yes","no","cellular","aug","tue",2,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"1"
45,"services","married","high school","no","no","no","telephone","jun","tue",1.03559509917187,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
32,"services","married","high school","no","no","no","cellular","may","mon",2,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
41,"management","married","high school","no","no","yes","telephone","may","tue",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
50,"blue collar","married","basic 9y","no","yes","no","cellular","apr","thu",2,1,"failure",1.41,0,-1.8,93.075,-47.1,5099.1,"1"
42,"blue collar","married","basic 4y","no","no","no","telephone","may","wed",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
45,"blue collar","single","basic 4y","no","yes","yes","cellular","jul","tue",3,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
52,"entrepreneur","married","basic 9y","no","yes","yes","telephone","may","fri",2,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
49,"blue collar","married","basic 6y","no","yes","no","telephone","may","fri",2,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"1"
39,"management","married","university degree","no","no","no","cellular","nov","thu",1,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
20,"blue collar","single","high school","no","yes","no","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
36,"entrepreneur","married","university degree","no","no","yes","telephone","may","fri",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
44,"services","divorced","high school","no","yes","yes","cellular","apr","tue",1,0,"non existent",1.453,0,-1.8,93.075,-47.1,5099.1,"1"
34,"technician","divorced","professional course","no","yes","no","cellular","may","fri",2,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"1"
67,"self employed","married","university degree","no","yes","no","cellular","nov","tue",4,1,"failure",0.72,0,-3.4,92.649,-30.1,5017.5,"0"
42,"admin","married","university degree","no","yes","no","cellular","aug","wed",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
41,"self employed","single","university degree","no","yes","no","telephone","may","wed",2,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
37,"technician","single","university degree","no","yes","no","cellular","may","tue",1,1,"failure",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
35,"blue collar","single","basic 4y","no","no","no","telephone","may","fri",4,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
34,"entrepreneur","married","university degree","no","yes","no","cellular","nov","thu",1,1,"failure",4.076,0,-0.1,93.2,-42,5195.8,"0"
48,"management","married","university degree","no","no","no","cellular","aug","tue",2,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
46,"admin","single","high school","no","no","no","cellular","jul","wed",3,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
57,"admin","divorced","high school","no","no","no","telephone","may","fri",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
54,"housemaid","married","basic 4y","no","yes","no","cellular","aug","tue",2,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
34,"admin","married","basic 9y","no","yes","no","telephone","jun","mon",3,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
29,"technician","single","high school","no","no","no","cellular","nov","tue",2,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
38,"blue collar","married","basic 9y","no","yes","no","cellular","apr","thu",1,0,"non existent",1.41,0,-1.8,93.075,-47.1,5099.1,"0"
27,"student","single","high school","no","yes","no","cellular","may","thu",1,1,"failure",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
42,"blue collar","married","basic 6y","no","yes","no","cellular","may","wed",3,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
35,"technician","divorced","professional course","no","yes","no","telephone","jun","thu",2,0,"non existent",4.958,0,1.4,94.465,-41.8,5228.1,"0"
40,"entrepreneur","married","professional course","yes","yes","no","cellular","apr","thu",1,1,"failure",1.41,0,-1.8,93.075,-47.1,5099.1,"0"
44,"admin","single","university degree","no","yes","no","telephone","may","mon",0.352249050636214,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
33,"admin","single","university degree","no","no","no","cellular","aug","wed",4,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
54,"blue collar","married","basic 9y","no","yes","yes","cellular","nov","wed",1,0,"non existent",0.719,0,-3.4,92.649,-30.1,5017.5,"0"
32,"technician","married","high school","no","yes","no","cellular","aug","tue",3,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
47,"admin","single","university degree","no","yes","no","cellular","aug","thu",4,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
40,"admin","single","high school","no","yes","no","telephone","may","wed",2,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
30,"admin","married","university degree","no","yes","yes","cellular","may","mon",4,0,"non existent",1.354,0,-1.8,92.893,-46.2,5099.1,"1"
28,"technician","single","professional course","no","yes","no","cellular","jul","tue",2,1,"success",0.893,6,-1.7,94.215,-40.3,4991.6,"0"
40,"entrepreneur","married","basic 4y","no","yes","yes","cellular","nov","wed",3,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
39,"blue collar","married","basic 4y","no","yes","no","cellular","apr","fri",2,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
27,"technician","single","high school","no","yes","no","cellular","jul","fri",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"1"
51,"housemaid","married","basic 4y","no","no","no","cellular","aug","fri",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
39,"admin","divorced","professional course","no","yes","yes","telephone","jun","thu",1,0,"non existent",4.958,0,1.4,94.465,-41.8,5228.1,"0"
46,"admin","married","university degree","no","yes","no","cellular","aug","thu",1,0,"non existent",0.873,0,-2.9,92.201,-31.4,5076.2,"0"
49,"unemployed","married","high school","no","no","no","cellular","nov","fri",2,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
47,"admin","married","university degree","no","yes","no","cellular","nov","fri",3,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
32,"admin","divorced","university degree","no","no","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
35,"entrepreneur","married","high school","no","yes","no","cellular","nov","mon",2,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
27,"admin","single","high school","no","yes","yes","cellular","may","wed",4,0,"non existent",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
42,"blue collar","married","basic 9y","no","no","no","cellular","apr","thu",4,0,"non existent",1.41,0,-1.8,93.075,-47.1,5099.1,"0"
35,"technician","married","university degree","no","no","no","cellular","aug","thu",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
37,"technician","single","university degree","no","no","no","telephone","jun","mon",2,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
48,"blue collar","married","basic 4y","no","no","yes","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
29,"unemployed","single","university degree","no","no","no","telephone","may","thu",1,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
50,"management","married","university degree","no","yes","yes","cellular","apr","fri",1,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
30,"blue collar","single","university degree","no","no","no","telephone","may","fri",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
58,"self employed","divorced","university degree","no","yes","no","cellular","jul","thu",1,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
52,"blue collar","married","basic 9y","no","no","yes","cellular","aug","fri",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
32,"entrepreneur","married","university degree","no","yes","yes","telephone","nov","mon",1,1,"failure",4.191,0,-0.1,93.2,-42,5195.8,"0"
55,"retired","married","basic 6y","no","yes","yes","cellular","jul","tue",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
49,"technician","married","professional course","no","yes","no","telephone","jul","thu",1.78397057698574,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
35,"admin","single","university degree","no","no","no","cellular","jul","fri",1,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
41,"blue collar","divorced","basic 6y","no","yes","no","telephone","may","fri",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
44,"blue collar","married","basic 6y","no","no","yes","cellular","may","thu",2,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
35,"technician","married","professional course","no","no","no","cellular","nov","wed",3,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
44,"admin","married","university degree","no","no","no","cellular","aug","tue",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
27,"technician","single","basic 9y","no","yes","no","cellular","apr","wed",1,0,"non existent",1.445,0,-1.8,93.075,-47.1,5099.1,"0"
35,"self employed","married","university degree","no","yes","no","cellular","jun","thu",1,0,"non existent",1.26,0,-2.9,92.963,-40.8,5076.2,"1"
33,"admin","single","university degree","no","yes","no","cellular","nov","wed",2,1,"failure",4.12,0,-0.1,93.2,-42,5195.8,"0"
35,"admin","married","high school","no","yes","no","cellular","may","fri",1,0,"non existent",1.259,0,-1.8,92.893,-46.2,5099.1,"0"
32,"management","single","university degree","no","no","no","cellular","jul","fri",4,1,"success",0.896,16,-1.7,94.215,-40.3,4991.6,"0"
39,"entrepreneur","single","university degree","no","yes","no","telephone","may","thu",0.596951663383562,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
53,"blue collar","married","high school","no","yes","yes","cellular","apr","mon",4,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
26,"admin","single","high school","no","no","no","cellular","jul","fri",3,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
25,"self employed","single","university degree","no","no","no","telephone","jun","mon",2.54101617540699,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
39,"blue collar","married","basic 9y","no","no","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
33,"admin","married","university degree","no","yes","yes","cellular","aug","thu",2,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
63,"management","married","basic 4y","no","yes","no","cellular","nov","tue",4,2,"failure",0.715,0,-3.4,92.649,-30.1,5017.5,"1"
